X,Y,OBJECTID,KC_Fac_FID,KCParkFID,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType,Label_Type
-122.344279330633,47.5111139869019,2012,2561,4230602,White Center Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.352891931898,47.5109964413184,2013,2560,4230603,Steve Cox Memorial Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.352014224474,47.5110176676163,2014,2560,4230603,Steve Cox Memorial Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.350281010274,47.514592882367,2015,2559,4230604,White Center Pond Natural Area,Park Site,King County WLRD,County,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.350000976574,47.5165760029865,2016,2559,4230604,White Center Pond Natural Area,Park Site,King County WLRD,County,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.34190051586,47.5009961691868,2017,3061,4230701,Evergreen Athletic Field,Park Site,Highline School District,School District,Highline School District,School District,Highline School District,School District,1
-122.343098356028,47.49800610154,2018,2557,4230702,Salmon Creek Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.334382387532,47.4906920438448,2019,2556,4230703,Puget Sound Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,0
-122.335155211134,47.4900365586925,2020,2556,4230703,Puget Sound Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.34453122444,47.6349679621564,2021,7128,4251906,Northeast Queen Anne Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.349236734244,47.6448431774146,2022,7128,4251906,Northeast Queen Anne Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.344038022261,47.63183092075,2023,7128,4251906,Northeast Queen Anne Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3
-122.34338195567,47.6415875597532,2024,7129,4251907,Westlake Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.352290208299,47.6393318305944,2025,7130,4251908,Wolf Creek Ravine Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.352295963582,47.6388220640724,2026,7130,4251908,Wolf Creek Ravine Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.352331262253,47.6404045622362,2027,7130,4251908,Wolf Creek Ravine Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.353787558497,47.6361386801113,2028,7131,4251909,East Queen Anne Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.345193492352,47.640340958223,2029,7823,4251910,Thomas C. Wales Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.323409617353,47.6348972712997,2030,7009,4252001,I-5 Colonnade,Park Site,Washington State DOT,State,City of Seattle,City,City of Seattle,City,1
-122.319411582843,47.6430520983643,2031,7010,4252002,Roanoke Park - Seattle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.320223005433,47.6438369862105,2032,7010,4252002,Roanoke Park - Seattle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.283590911585,47.6194420774187,2033,7015,4252705,Stevens Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.28031313227,47.6175176624793,2034,7016,4252706,Howell Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.288698224764,47.6209501923799,2035,7155,4252707,Harrison Ridge Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.290736679063,47.6193286570841,2036,7155,4252707,Harrison Ridge Greenbelt,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.283838075171,47.6320183510433,2037,7235,4252708,Lambert Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.28193151009,47.6267014303336,2038,7239,4252709,McGilvra Boulevard,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.306659298011,47.6216545217261,2039,2319,4252801,Miller Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.292938214644,47.6180219364645,2040,7017,4252802,William Grose Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.301615038328,47.6228945422933,2041,7018,4252803,Prentis I. Frazier Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.305788634817,47.6203245595413,2042,7019,4252804,Miller Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.293177555298,47.6251671183419,2043,7220,4252805,3001 E Madison,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.311823041532,47.6179019212766,2044,7848,4252806,Seven Hills Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.296468568328,47.6222731312086,2045,8231,4252807,Julia Lee's Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.317363284704,47.735586617535,2046,2259,4261705,Paramount Open Space,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,1
-122.349313453786,47.7242086159086,2047,2258,4261902,Bitter Lake Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.334931851288,47.725941952647,2048,3080,4261903,Broadview/Thompson Elem. School,School Site,Other School District,School District,Other School District,School District,Other School District,School District,1
-122.349210692193,47.7321412287991,2049,6964,4261905,Bitter Lake Reservoir Open Space,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.319104606532,47.7292540298863,2050,2378,4262001,Jackson Park Golf Course,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.326991591014,47.7215592208588,2051,2377,4262002,North Acres Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.316997818367,47.7235513034534,2052,7080,4262003,Thornton Creek Park #1,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.294565207106,47.7313902799211,2053,6930,4262101,Little Brook Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.298690539589,47.7200435851413,2054,6931,4262102,Albert Davis Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.288043906874,47.7258087573557,2055,6965,4262201,Cedar Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.245425961606,47.7271901384607,2056,2376,4262302,Saint Edward State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,0
-122.255700988136,47.731164710036,2057,2376,4262302,Saint Edward State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,1
-122.192640091688,47.4759218077545,2058,2809,5231605,Cedar River Natural Zone,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.165550308801,47.4862732212077,2059,6889,5231606,Heather Downs Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.19627825791,47.4816141423576,2060,2826,5231702,Cedar River Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.199738639954,47.482397200186,2061,2829,5231703,Liberty Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,0
-122.200242265194,47.4827055748443,2062,2829,5231703,Liberty Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.204849074743,47.4827989761105,2063,2813,5231704,Jones Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.208499072642,47.4832223132787,2064,2813,5231704,Jones Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,2
-122.171384431084,47.4737719372285,2065,2967,5231706,Cedar River Trail Site - Renton,Trail Site Regional,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.203877499288,47.479873267324,2066,6892,5231707,Veterans Memorial Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.207018691076,47.4783099181708,2067,6894,5231708,Tonkins Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.20858957462,47.4800627416006,2068,6891,5231802,Piazza Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.209523482663,47.4799039545397,2069,6893,5231803,Gateway Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.227427495189,47.4805630585459,2070,6896,5231804,Earlington Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.145854426863,47.6605817597773,2071,2971,5251504,Bridle Crest Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.164322641152,47.6476933535639,2072,2582,5251601,Bridle Trails State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,0
-122.17371491551,47.6532536381014,2073,2582,5251601,Bridle Trails State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,1
-122.202196233523,47.6565315266571,2074,7275,5251703,Carillon Woods,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.199484396002,47.656653806398,2075,7275,5251703,Carillon Woods,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.196891106311,47.6471402549159,2076,2581,5251801,Watershed Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.189614372078,47.6500316772141,2077,2581,5251801,Watershed Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.196322688955,47.6467707552929,2078,2581,5251801,Watershed Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,2
-122.195790914682,47.6516641520247,2079,2828,5251802,Houghton Neighborhood Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.207538168582,47.6613172918765,2080,2824,5251803,Houghton Beach Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.207445578859,47.6600840583912,2081,2824,5251803,Houghton Beach Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.21222979274,47.6472226221045,2082,5097,5251805,Morningside Park,Park Site,City of Yarrow Point,City,City of Yarrow Point,City,City of Yarrow Point,City,1
-122.198742123322,47.7757289163654,2083,2600,5260502,Royal Oaks Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.208958132478,47.7640211990634,2084,2872,5260601,Costie/Ruiz Pool Site,Pool Site,Northshore School District,School District,Northwest Center,Other,Northwest Center,Other,0
-122.208448491211,47.7634811567748,2085,2872,5260601,Costie/Ruiz Pool Site,Pool Site,Northshore School District,School District,Northwest Center,Other,Northwest Center,Other,1
-122.225586912817,47.7696832814892,2086,2599,5260602,Doug Allen Sportsfields,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
-122.225600273082,47.7692765304059,2087,2599,5260602,Doug Allen Sportsfields,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.218689342373,47.7698405077882,2088,5084,5260605,Conifer View Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.220384286329,47.7709738401704,2089,5085,5260606,Tall Tree Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.20931920228,47.7632978739349,2090,5088,5260608,Skate Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.199973121397,47.7570896898931,2091,2597,5260702,Sammamish River Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
-122.207636545067,47.7570486143278,2092,2597,5260702,Sammamish River Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.21064385212,47.7520047154193,2093,2963,5260703,Sammamish River Trail Site - State,Trail Site Regional,Washington State DOT,State,City of Bothell,City,City of Bothell,City,1
-122.205394656731,47.7492883295667,2094,2596,5260704,Blyth Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
